height,arm_span
157.420817474421,21.5289898207349
163.085813988485,36.2593215671212
177.250676979513,14.6471551120464
168.027084728416,12.7928502326902
173.606398141072,26.2073422817275
194.842966555263,27.5319699846415
162.728718117683,21.4185896508131
181.618993542173,15.5432949571987
155.949588743267,33.0626591985381
185.683081560196,16.033397550836
158.704511293693,8.5838907318723
194.397174458013,41.1467856792523
174.495044205195,25.1433992585777
197.10796082849,19.0541914166055
155.554232563083,30.1036890386872
177.667021367703,8.87729662762757
190.590732474921,20.696918912762
152.648096388869,25.9725723849755
175.378740393223,15.5291749437073
184.448771086925,7.96584612298776
191.51570173549,28.0673529174404
133.541232640476,23.6581730804934
162.2355540355,40.8992410187736
181.076015849033,10.1106211938208
157.282978271905,36.4412728114652
205.310461789219,38.5874878214732
158.237296691231,17.5158132934387
174.773784828204,16.6544480161835
212.668950884347,23.6993594514357
166.470667850125,44.432305170446
137.164665397837,7.16389101682874
163.670522961341,21.0316281839181
207.228845244643,25.7329747122964
195.093940797822,22.2060725374638
204.381659373846,15.2213066825251
168.389061180629,50.2922947819906
182.730456237696,42.2428171811747
127.286220324672,37.0112566299973
180.045526420468,30.5392729020553
187.107140719278,33.4394531925374
167.364435908695,16.4104234049141
179.169078852754,22.7241445049476
192.318026194114,22.917514712424
121.749081432584,17.2472311143787
173.712337870808,23.3740907312914
201.17987545495,30.2503945454866
171.599254628708,8.65385614857797
188.84886432874,37.3413722117439
229.224602024739,26.3517625335452
143.321829600333,27.2593912321609
224.540996939087,14.5360656198146
221.442855221359,0.2453536509814
198.56158468171,9.05982594372491
177.327746693732,10.5500000184502
190.057493192932,23.9592511898517
222.746805018905,22.5237750013639
148.742794273547,17.2005430575744
145.424675444898,5.31298207559532
180.790527453022,27.7473839671134
172.368363902867,1.1681234266339
167.442702191311,21.2331779485182
169.637287509691,26.7173335403835
159.13647683679,15.8774942118599
119.047236944308,28.4891909872288
141.76964183623,19.4857038540683
168.808909815167,34.2738023690132
198.509509619655,25.879802169324
188.401354335897,36.0095512254857
156.745262878191,38.5495164262599
164.013299401472,22.7547632162204
222.528203318731,13.4881503317751
149.278077959324,6.06220146722591
200.568896563987,29.6461542675788
152.666332475207,16.8549024837598
